text_en,text_de,text_fr,text_es,intent,intent_index
what is the temperate in Uzbekistan,was ist die Zeit in Usbekistan,Le what est le tempérament en Uzbekistan,what es el temperate en Uzbekistan,GetWeather,2
What will the weather be at Noon in Durbin OH?,Was wird der Weather in Noon in Durbin OH sein?,Qu'est-ce que la baguette sera à Noon à Durbin OH?,¿Qué hará el Weather estar al mediodía en Durbin OH?,GetWeather,2
What will the weather be in Umatilla Malta?,Was wird das Wetter in Umatilla Malta sein?,Qu'est-ce que la baguette sera à Umatilla Malta?,¿Qué hará el Weather en Umailla Malta?,GetWeather,2
Tell me the weather forecast for Northern Mariana Islands one second from now,Sagen Sie mir die Weather Forecast für Northern Mariana Islands one second von jetzt,Dites-moi le pré-diffusé de weather pour les îles de Mariana du Nord en deuxième place de Now,Tell me la prefabricación de Weather para Northern Mariana Islands onesecond de now,GetWeather,2
Tell me the weather forecast for Sugarloaf Provincial Park ten weeks from now,Erzählen Sie mir die Weather Forecast für Sugarloaf Provincial Park zehn weeks aus jetzt,Dites-moi la préparation de la weather pour le parc provincial Sugarloaf et les semaines de now,Tell me theweather presecast para Sugarloaf Provincial Park diez weeks de now,GetWeather,2
what is the weather of Nebraska,was ist das weather von Nebraska,what est la weather du Nebraska,¿Qué es el Weather de Nebraska?,GetWeather,2
Show the forecast for Tanintharyi Nature Reserve,Zeigen Sie die Vorgeschichte für Tanintharyi Nature Reserve,Afficher l'avant-plan de la réserve naturelle de Tanintharyi,Mostrar la previsión para Tanintharyi Nature Reserve,GetWeather,2
United States has warm weather on next Wed.,Die Vereinigten Staaten sind auf dem nächsten Wed warm.,États-Unis has warm weather sur next Wed.,Estados Unidos tiene Weather warm en el próximo Wed.,GetWeather,2
will it be temperate here on 11/27/2023,wird es sich auf 11/27/2023 temperieren,sera-t-il tempérament here sur 11/27/2023,Será temperate aquí el 27/11/2023,GetWeather,2
What will the weather be in Uzbekistan at 4 am?,Was wird der Weather um 4 Uhr morgens in Usbekistan sein?,Qu'est-ce que la baguette sera à Uzbekistan à 4 heures du matin?,¿Qué hará el Weather en Uzbekistan at 4 am?,GetWeather,2
what is the weather forecast for Tennessee for warm temps,was ist der weather forecast für Tennessee für warmen temps,what est la préparation de la baguette pour Tennessee pour le temps des bras,¿Qué es el prefacio de Weather para Tennessee para los temps de warm?,GetWeather,2
What's the weather going to be like not far from East Timor,"Was ist der Weather gehen, um Like nicht weit von Ost-Timor zu sein",What est la weather qui va être like not loin du Timor oriental,What es el Weather que va a ser like not lejos de Timor Oriental,GetWeather,2
what is the Loco weather forecast,Was ist die Loco Weather-Vorhersage,what est le pré-cast de la weather LCO,¿Qué es el prefabricado de Weather Loco?,GetWeather,2
What's the weather in Germantown Hills,Was ist das Wetter in Germantown Hills,What's the weather in Germantown Hills,What es el Weather en Germantown Hills,GetWeather,2
Will there be a blizzard in Oregon?,Wird es ein Blizzard in Oregon sein?,Sera-t-il un blizzard à Oregon?,¿Serán un blizzard en Oregón?,GetWeather,2
What's the forecast for nearby the current position?,Was ist der Vorgeschmack für nearby die Current Position?,What est l'avant-garde de la position actuelle?,¿Qué es lo que predecía a Nearby la situación actual?,GetWeather,2
What is the weather in Pendleton Center,Was ist das Wetter in Pendleton Center,What est la baguette du centre de Pendleton,What es el Weather en el Centro Pendleton,GetWeather,2
what is the nine AM weather forecast for Nationalpark Midongy du Sud,was ist der Nine AM weather forecast für den Midongy du Sud,what est le nine AM weather precast pour Nationalpark Midongy du Sud,¿Qué es el Nine AM Weather Preecast para el Parque Nacional Midongy du Sud,GetWeather,2
What's the weather like in Mountainair,Was ist die Weather Like in Mountainair?,What's the weather like in Mountainair,What es la like de Weather en Mountainair,GetWeather,2
will it be warmer in Ristigouche Ecological Reserve on nov. the twentieth,wird es im ökologischen Reservat Ristigouche auf nov warmer sein. twentieth,sera-t-il chaud dans la réserve écologique de Ristigouche sur nov. le twentieth,Será más cálido en la Reserva Ecológica de Ristigouche en el nov. the twentieth,GetWeather,2
"Will be warm in Hallwood, Kosovo?","Wird es warm in Hallwood, Kosovo?","Sera-t-elle la guerre à Hallwood, au Kosovo?","¿Estará decaído en Hallwood, Kosovo?",GetWeather,2
Is it overcast in South Carolina,Ist es Overcast in South Carolina,Est-il couvert dans le sud de Carolina,Is it overcast en Carolina del Sur,GetWeather,2
Will the sun be out close-by Admiralty Island National Monument?,Wird die sun aus close-by Admiralty Island National Monument?,Le soleil sera-t-il out proche du monument national de l'île Admiralty?,¿El sun estará cerca del Monumento Nacional de Admiralty Island?,GetWeather,2
What will the weather be in Wakarusa,Was wird der Weather in Wakarusa sein?,La baleine sera à Wakarusa,What will el Weather estar en Wakarusa,GetWeather,2
How temperate will it be here this week?,"Wie temperamentvoll wird es sein, diesen Wein zu züchten?",Comment sera-t-il tempérament cette semaine?,¿Cómo temperate estará aquí este week?,GetWeather,2
what is the forecast for here at tea time,Was ist die Voraussage für Here zu tea time,Le what est l'avant-goût du héré à l'heure du thé,¿Cuál es la previsión para aquí at tea time,GetWeather,2
Will it be warm 1 week from now in DC,Wird es warm 1 week aus jetzt in DC,Sera-t-il warm 1 semaine à partir de now en DC,Será warm 1 week de now en DC,GetWeather,2
what is the forecast for temperate conditions in Thailand in Lopeno,was ist der Vorgeschmack für temperate conditions in Thailand in Lopeno,what est la prévision des conditions de température dans le Thailand à Lopeno,¿Cuál es la predisposición para temperate conditions en Thailand en Lopeno,GetWeather,2
Is the weather colder in Costa Rica,Ist das Weather Colder in Costa Rica,Is the weather collder au Costa Rica,Es el peluquero en Costa Rica,GetWeather,2
Will it be colder in Delaware?,Wird es Colder in Delaware sein?,Sera-t-il collder à Delaware?,¿Será Colder en Delaware?,GetWeather,2
"I need to know the weather for Hamorton, TN","Ich muss das Wetter für Hamorton, TN, kennen lernen.","J'ai besoin de connaître la baguette pour Hamorton, TN","Necesito conocer a la Weather de Hamorton, TN.",GetWeather,2
What will the weather be in Albania at 11:56.,Was wird das Wetter in Albania um 11:56 Uhr sein.,La baleine sera en Albania à 11h56.,What will elweather estar en Albania at 11:56.,GetWeather,2
Is it going to hail in Mount San Jacinto State Park,Geht es zum Hail im Mount San Jacinto State Park,Est-il aller à hail dans le parc de l'État du Mont San Jacinto,Es it ir a la hail en Mount San Jacinto State Park,GetWeather,2
What's the forecast for Walker Bay Nature Reserve for next year?,Was ist die Vorgeschichte für Walker Bay Nature Reserve für das nächste Jahr?,What est l'avant-projet de réserve naturelle de Walker Bay pour next year?,¿Cuál es el pronóstico de la Reserva Natura de la Bahía Walker para el próximo año?,GetWeather,2
is it supposed to be sunny here?,"Ist es supposed, sunny here zu sein?",Est-ce supposé être un héré sunny?,¿Se supone que es Sunny aquí?,GetWeather,2
in California will it be cold in East Trenton Heights,in Kalifornien wird es in East Trenton Heights kalt,en Californie sera cold dans East Trenton Heights,en California va a ser cold en el este de Trenton Heights,GetWeather,2
What will the weather be in Romania at 4?,Was wird der Weather um 4 Uhr in Romania sein?,Qu'est-ce que la baguette sera en Romanie à 4 heures?,¿Qué hará el Weather en Romania at 4?,GetWeather,2
What is the weather like in Wallis and Futuna?,Was ist die Weather Like in Wallis und Futuna?,Qu'est-ce que c'est que le caillou à Wallis et Futuna?,¿Qué es la like de Weather en Wallis y Futuna?,GetWeather,2
Check the forecast for Keene.,Prüfen Sie die Vorgeschichte für Keene.,Vérifie l'avant-plan pour Keene.,Check el prefabricado para Keene.,GetWeather,2
Can I get the weather forecast for Benin in 32 days?,Kann ich den Weather Forecast für Benin in 32 Tagen bekommen?,Est-ce que je peux préparer la weather pour Benin en 32 days?,¿Puedo obtener la prefabricación de Weather para Benín en 32 días?,GetWeather,2
What's the weather forecast in Nationalpark Banc d’Arguin?,Was ist der Weather Forecast in. Banc d.Arguin?,What est l'avant-projet de weather dans le Nationalpark Banc d'Arguin?,¿What es el anuncio de Weather en el Nationalpark Banc d’Arguin?,GetWeather,2
will there be hail in Kaffir,werden sie in Kaffir hail sein,sera le hail à Kaffir,Serán hail en Kaffir,GetWeather,2
What is the weather like in North Salt Lake and Afghanistan?,Was ist die Weather Like im Nordsaltsee und in Afghanistan?,Qu'est-ce qu'il y a dans le lac de Salt Nord et en Afghanistan?,¿Qué es la like de Weather en el lago Salt Norte y Afghanistán?,GetWeather,2
Tell me the weather forecast for Murone Kōgen Prefectural Natural Park at elevenses,Erzählen Sie mir die Weather Forecast für Murone Kōgen Prefectural Natural Park in elevenses,Parlez-moi de l'avant-projet de weather pour Murone Kōgen Prefectural Natural Park à elevenses,Tell me theweather preecast para el Parque Natural Prefectural de Murane Kōgen at elevenses,GetWeather,2
What's the weather going to be in Yemen in one minute?,Was soll der Weather in Yemen sein?,What est la baguette qui va être à Yemen dans la minute?,¿Qué es lo que el Weather va a estar en Yemen en One Minute?,GetWeather,2
Show me the forecast for the distant area of ME at three pm,Zeigen Sie mir die Vorgeschichte für die distant area von ME bei three pm,Montrez-moi l'avant-projet pour la distante area de ME à three pm,Muéstrame la prefabricación para el discont area de ME at three pm,GetWeather,2
"What will the weather be like on january the twenty-third, 2034 in GA","Was wird der Weather sein Like auf Januar die twenty-third, 2034 in GA",Qu'est-ce qu'il y a?,"What will elweather ser like en enero el twenty-third, 2034 en GA",GetWeather,2
"what's the weather going to be like in MI on august twenty-eighth, 2033","was ist der weather going to be like in MI auf august twenty-eighth, 2033","La baguette est en train d'être like au MI sur august 20-eighth, 2033",¿Qué es el Weather que va a ser like en el MI en agosto de 2033,GetWeather,2
Check the forecast for Orson for around 9 PM,Prüfen Sie den Vorgeschmack für Orson für eine Runde 9 PM,Vérifiez l'avant-plan pour Orson pour environ 21h,Check la prefabricación para Orson por alrededor de las 9 PM,GetWeather,2
what is the forecast for next may in Zambia,was ist der Vorstoß für next may in Zambia,what est l'avant-projet de next may en Zambie,what es la prefabricación para el próximo may en Zambia,GetWeather,2
Forecast for my current location at 6,Forecast für meine Current-Location um 6 Uhr,Prévisualisation pour mon emplacement actuel à 6,Prefabricado para mi locación current at 6,GetWeather,2
Will it be colder 1 hour from now noew in East Dundee Zimbabwe,Wird es Colder 1 Hour aus dem heutigen Noew in East Dundee Zimbabwe sein?,Sera-t-il de plus de 1 hour de now noew dans l'Est de Dundee Zimbabwe,Será el colder 1 hour de now noew en East Dundee Zimbabwe,GetWeather,2
Tell me the weather forecast for Azerbaijan,Sagen Sie mir die Weather Forecast für Azerbaijan,Dis-moi ce qu'il y a de prévu pour Azerbaijan.,Tell me la prefabricación de Weather para Azerbaijan,GetWeather,2
What does it feel like in Alloway,"Was es tut, feel like in Alloway",What fait ça en feel like en Alloway,What does it feel like in Alloway,GetWeather,2
will there be a snowstorm  in Leonville,wird sie ein snowstorm in Leonville sein,sera un snowstorm à Leonville,Será un snowstorm en Leonville,GetWeather,2
Can you tell me the weather forecast for Denmark,Kannst du mir den Weather Forecast für Denmark erzählen?,Pouvez-vous me téléphoner l'avant-projet de weather pour Denmark,¿Me puedes decir la prefabricación de Weather para Denmark?,GetWeather,2
Will rainfall continue here tomorrow?,Wird Rainfall morgen andauern?,Rafall va-t-il continuer demain?,"¿Seguirá Rafall aquí, Amorrow?",GetWeather,2
Will it get cloudy in Cliffwood Beach?,Wird es in Cliffwood Beach cloudy?,Sera-t-il nuageux à Cliffwood Beach?,¿Se pondrá torpe en Cliffwood Beach?,GetWeather,2
what is the weather forecast for Minnesota,was ist die weather Vorgeschichte für Minnesota,what est l'avant-projet de weather pour Minnesota,what es el prefacio de Weather para Minnesota,GetWeather,2
will it be getting warmer in Rainbow Falls Provincial Park,wird es g Schaukeln warmer in Rainbow Falls Provincial Park sein,"Au parc provincial Rainbow Falls, ce sera un warmer getting.",Será getting más cálido en Rainbow Falls Provincial Park,GetWeather,2
What's the forecast for Little Silver,Was ist der Vorgeschmack für Little Silver?,What est l'avant-garde pour Little Silver,What es la presagio de Little Silver,GetWeather,2
what is the Philippines forecast for humid weather,was ist der philippinische Vorgeschmack für humid weather,what est le pré-destiné des Philippines pour l'humide weather,what es el prefabricado de Philippines para el weather humid,GetWeather,2
